age,categorie_age,sexe,milieu,niveau_education,experience,etat_matrimonial,possede_voiture,possede_logement,possede_terrain,socio_pro_group,revenu_annuel,nombre_enfants,charge_parentale,travail_secondaire,colonne_redundante,non_pertinente
34,Adulte,Femme,Urbain,Fondamental,12,Divorcé,0,1,1,4,37333.62239020437,3,1,0,34,N/A
43,Sénior,Homme,Rural,Secondaire,20,Divorcé,1,1,0,6,36576.12985655115,0,0,1,43,N/A
54,Sénior,Femme,Urbain,Supérieur,32,Marié,0,1,0,4,50917.15462656981,2,0,0,54,N/A
37,Adulte,Homme,Rural,Sans niveau,15,Marié,0,0,0,4,21597.145377630986,3,1,0,37,N/A
27,Adulte,Homme,Urbain,Fondamental,6,Célibataire,0,1,0,5,31308.969678564226,2,0,0,27,N/A
36,Adulte,Homme,Rural,Fondamental,15,Marié,1,1,0,2,34918.814061189274,1,0,0,36,N/A
35,Adulte,Homme,Urbain,Fondamental,12,Marié,0,1,0,4,38144.880685371,2,0,0,35,N/A
47,Sénior,Femme,Urbain,Secondaire,23,Marié,0,0,0,5,35127.60058105066,0,1,0,47,N/A
47,Sénior,Homme,Urbain,Fondamental,30,Célibataire,1,0,0,3,41394.01055575483,1,0,0,47,N/A
42,Sénior,Femme,Urbain,Sans niveau,20,None,0,0,0,6,27113.068090397304,2,0,0,42,N/A
41,Sénior,Femme,Urbain,Fondamental,17,Célibataire,0,1,0,4,35265.438692531825,2,0,0,41,N/A
27,Adulte,Femme,Rural,Secondaire,11,Célibataire,0,0,0,5,16898.765258227773,1,1,0,27,N/A
19,Jeune,Femme,Urbain,Supérieur,3,Célibataire,0,1,0,6,36349.447487585094,0,0,1,19,N/A
55,Sénior,Femme,Urbain,Sans niveau,33,Célibataire,1,1,0,5,35775.99421228592,3,0,0,55,N/A
49,Sénior,Homme,Urbain,Secondaire,32,Célibataire,0,1,1,2,46178.93840855601,3,1,0,49,N/A
52,Sénior,Homme,Urbain,Fondamental,32,Célibataire,0,1,0,6,38502.2447827895,1,0,0,52,N/A
68,Âgé,Femme,Rural,Sans niveau,45,Marié,1,0,0,4,29784.131904853475,2,1,1,68,N/A
54,Sénior,Homme,Rural,Fondamental,37,Célibataire,1,0,0,3,33826.92349696262,3,0,0,54,N/A
24,Jeune,Homme,Urbain,Fondamental,2,Marié,1,1,0,4,36487.47768684771,0,1,0,24,N/A
24,Jeune,Homme,Urbain,Sans niveau,7,Marié,0,1,0,5,30235.871584099008,4,1,0,24,N/A
44,Sénior,Homme,Urbain,Supérieur,21,Marié,0,1,0,5,44548.52794914459,1,0,0,44,N/A
27,Adulte,Femme,Urbain,Fondamental,4,Célibataire,0,0,0,3,28253.472576114378,2,1,0,27,N/A
50,Sénior,Femme,Rural,Supérieur,27,Marié,0,0,0,1,31428.157683860067,2,0,1,50,N/A
60,Âgé,Femme,Urbain,Sans niveau,38,Marié,0,1,0,6,40343.08390052912,3,1,0,60,N/A
24,Jeune,Homme,Urbain,Sans niveau,7,Marié,0,1,0,5,37373.43071578634,5,1,0,24,N/A
23,Jeune,Homme,Urbain,Sans niveau,5,Marié,0,0,1,4,29485.77018273466,1,1,0,23,N/A
23,Jeune,Homme,Rural,None,1,Marié,0,0,0,5,31511.050700074295,1,0,0,23,N/A
30,Adulte,Femme,Rural,Secondaire,10,None,0,0,0,5,21107.62176803926,1,0,1,30,N/A
65,Âgé,Homme,Rural,Secondaire,43,Marié,0,0,0,6,27033.77172007356,2,0,0,65,N/A
30,Adulte,Homme,Rural,Secondaire,10,Célibataire,0,0,0,2,34008.09163433873,1,0,0,30,N/A
19,Jeune,Homme,Urbain,Fondamental,3,Célibataire,0,0,1,5,26782.032144870864,2,0,0,19,N/A
36,Adulte,Homme,Rural,Sans niveau,17,Marié,0,0,0,4,18109.0891663411,0,1,0,36,N/A
68,Âgé,Homme,Urbain,Secondaire,48,Célibataire,1,0,0,3,,3,0,1,68,N/A
36,Adulte,Femme,Urbain,Fondamental,20,Veuf,0,0,0,4,31472.12869806983,0,0,0,36,N/A
67,Âgé,Homme,Rural,Secondaire,43,Marié,0,1,0,3,44043.92897673497,3,0,0,67,N/A
55,Sénior,Homme,Urbain,Sans niveau,38,Marié,1,1,0,2,45205.62166499288,5,1,0,55,N/A
19,Jeune,Femme,Rural,Fondamental,0,Marié,1,0,0,2,20267.054375246204,2,0,0,19,N/A
68,Âgé,Homme,Rural,Fondamental,52,Célibataire,0,1,1,5,42606.551122146266,0,1,0,68,N/A
43,Sénior,Homme,Rural,Supérieur,27,Divorcé,1,0,0,3,36657.43807060552,1,0,0,43,N/A
23,Jeune,Homme,Rural,None,7,Divorcé,0,1,0,3,30525.160978268563,2,0,0,23,N/A
37,Adulte,Femme,Urbain,Secondaire,13,Marié,0,0,1,5,34967.24562868474,1,1,1,37,N/A
40,Sénior,Homme,Rural,Secondaire,20,Marié,0,1,0,4,26665.027586380285,2,0,0,40,N/A
32,Adulte,Homme,Rural,Fondamental,10,Célibataire,0,0,0,6,20228.023309540436,1,0,0,32,N/A
23,Jeune,Homme,Urbain,Sans niveau,5,Célibataire,0,1,1,1,37141.354776370616,0,0,0,23,N/A
45,Sénior,Femme,Urbain,Fondamental,22,Divorcé,0,0,0,6,29920.71318445973,0,0,0,45,N/A
52,Sénior,Femme,Urbain,Sans niveau,33,Célibataire,0,0,0,3,32366.806595266633,3,0,0,52,N/A
28,Adulte,Femme,Urbain,Supérieur,6,Marié,0,0,1,5,36144.053950697526,2,0,1,28,N/A
25,Jeune,Femme,Rural,Secondaire,2,Célibataire,0,1,0,5,19705.716222848627,4,1,0,25,N/A
67,Âgé,Homme,Urbain,Fondamental,49,Marié,0,0,1,6,43538.23586949453,4,0,0,67,N/A
66,Âgé,Femme,Urbain,Sans niveau,48,Marié,0,0,0,6,36176.487909029616,2,0,0,66,N/A
68,Âgé,Homme,Urbain,Sans niveau,50,Célibataire,0,1,0,4,45436.392186192716,2,0,0,68,N/A
68,Âgé,Homme,Rural,Fondamental,47,Célibataire,1,1,0,2,42268.012377763196,2,0,0,68,N/A
41,Sénior,Femme,Urbain,Sans niveau,21,Marié,0,1,1,4,37300.50859967549,1,0,0,41,N/A
38,Adulte,Femme,Rural,Fondamental,14,None,0,1,0,3,24542.608530137994,1,1,0,38,N/A
66,Âgé,Homme,Rural,Fondamental,47,Veuf,1,0,0,2,36292.70297629798,1,0,0,66,N/A
53,Sénior,Femme,Rural,Fondamental,34,Célibataire,0,0,0,3,23757.734027863207,2,0,0,53,N/A
24,Jeune,Femme,Urbain,None,5,Célibataire,1,0,1,2,42881.9674961933,0,0,0,24,N/A
22,Jeune,Homme,Rural,Sans niveau,5,Célibataire,0,0,0,4,15848.282524363738,1,0,0,22,N/A
46,Sénior,Homme,Urbain,Fondamental,22,Marié,0,0,0,2,29681.291119946887,2,0,1,46,N/A
33,Adulte,Homme,Rural,Supérieur,14,Marié,0,1,0,3,38479.03781107087,2,1,0,33,N/A
23,Jeune,Femme,Urbain,Sans niveau,7,Divorcé,1,0,0,5,26862.68516286875,2,0,0,23,N/A
31,Adulte,Femme,Urbain,Secondaire,10,Célibataire,0,0,0,5,31340.1601115602,2,1,0,31,N/A
69,Âgé,Femme,Rural,Fondamental,45,Marié,0,0,1,1,33225.88720267987,4,1,0,69,N/A
19,Jeune,Femme,Urbain,Supérieur,0,Célibataire,0,0,0,2,37058.55448998609,0,0,0,19,N/A
42,Sénior,Femme,Urbain,Supérieur,18,Marié,1,1,0,3,48486.22223153087,1,0,0,42,N/A
48,Sénior,Femme,Urbain,Supérieur,30,Veuf,0,1,0,4,47200.62611810146,1,0,0,48,N/A
67,Âgé,Homme,Urbain,Fondamental,46,Marié,0,0,0,1,41790.315527674335,2,0,0,67,N/A
67,Âgé,Femme,Rural,Sans niveau,44,Marié,0,1,0,4,27949.55553890528,2,1,1,67,N/A
30,Adulte,Femme,Rural,Sans niveau,12,Marié,0,1,0,2,29799.407036415672,0,1,0,30,N/A
35,Adulte,Femme,Rural,Secondaire,15,Célibataire,0,1,1,5,30611.230934262552,1,0,0,35,N/A
34,Adulte,Femme,Rural,Fondamental,14,Célibataire,0,1,0,5,21860.94715432962,0,1,0,34,N/A
62,Âgé,Homme,Rural,Sans niveau,39,Célibataire,0,1,0,2,33313.646363163265,2,0,0,62,N/A
45,Sénior,Homme,Rural,None,24,Marié,0,0,1,4,29185.967233637562,1,0,0,45,N/A
29,Adulte,Homme,Urbain,Secondaire,9,Célibataire,0,0,0,4,33068.39207334015,4,1,0,29,N/A
52,Sénior,Femme,Urbain,Supérieur,33,Marié,0,1,0,1,54627.53864738902,1,1,0,52,N/A
39,Adulte,Homme,Rural,Sans niveau,23,Célibataire,0,1,0,6,31199.298682172845,3,0,0,39,N/A
56,Sénior,Femme,Rural,Sans niveau,39,Divorcé,1,0,0,5,22140.975551436186,0,0,0,56,N/A
18,Jeune,Femme,Rural,Secondaire,0,Célibataire,1,0,0,4,25988.819654290426,2,0,0,18,N/A
54,Sénior,Homme,Urbain,Sans niveau,32,Célibataire,0,0,1,6,40159.633581230395,1,0,0,54,N/A
38,Adulte,Femme,Rural,Sans niveau,14,Marié,0,1,0,2,26914.874525846823,0,0,1,38,N/A
18,Jeune,Homme,Urbain,Sans niveau,0,Célibataire,0,0,0,4,28807.1910099269,3,0,0,18,N/A
21,Jeune,Homme,Urbain,Fondamental,0,Divorcé,1,1,0,5,29493.397327257393,6,0,1,21,N/A
49,Sénior,Homme,Urbain,Supérieur,33,Marié,0,0,0,5,,4,1,0,49,N/A
18,Jeune,Femme,Urbain,Secondaire,0,Marié,0,1,1,6,38994.78151522544,1,1,0,18,N/A
30,Adulte,Femme,Urbain,Fondamental,14,Marié,0,1,0,3,34661.748967819876,4,0,0,30,N/A
63,Âgé,Femme,Urbain,Secondaire,46,Célibataire,1,1,0,6,44874.365823317574,3,1,0,63,N/A
64,Âgé,Homme,Rural,Secondaire,48,Marié,1,0,0,2,33778.018689795776,1,1,1,64,N/A
34,Adulte,Homme,Rural,Supérieur,13,Veuf,0,1,0,2,37026.01103744348,3,0,0,34,N/A
29,Adulte,Femme,Urbain,Sans niveau,7,Veuf,0,0,0,4,22827.62085181259,4,0,0,29,N/A
24,Jeune,Homme,Urbain,Fondamental,8,Célibataire,1,0,0,5,32308.62973794478,5,0,0,24,N/A
68,Âgé,Femme,Urbain,Supérieur,45,Célibataire,0,0,0,4,47282.708373173205,1,1,0,68,N/A
20,Jeune,Homme,Urbain,Fondamental,0,Marié,0,0,0,3,27012.783064025003,1,0,1,20,N/A
67,Âgé,Homme,Rural,Secondaire,51,Célibataire,0,1,0,3,41976.20168857161,1,0,0,67,N/A
43,Sénior,Homme,Urbain,Sans niveau,26,Célibataire,1,0,0,4,,1,1,0,43,N/A
48,Sénior,Femme,Rural,Fondamental,28,Célibataire,0,0,0,4,23802.997371014644,1,1,0,48,N/A
53,Sénior,Homme,Urbain,Supérieur,31,Marié,0,0,1,1,45294.19958917286,1,1,0,53,N/A
43,Sénior,Homme,Urbain,Secondaire,26,Marié,1,0,1,5,42191.96338247407,2,1,0,43,N/A
20,Jeune,Homme,Rural,Secondaire,1,Marié,0,1,0,5,19447.698375940337,1,0,0,20,N/A
61,Âgé,Homme,Rural,Sans niveau,42,Célibataire,0,1,1,6,29076.895393699626,0,0,0,61,N/A
45,Sénior,Femme,Urbain,Sans niveau,27,Marié,1,1,0,3,42646.97552298027,5,1,0,45,N/A
61,Âgé,Homme,Urbain,Fondamental,37,Marié,0,1,0,3,39875.7970201752,3,0,0,61,N/A
34,Adulte,Homme,Urbain,Secondaire,17,Célibataire,0,0,0,4,36179.485747673374,2,0,0,34,N/A
55,Sénior,Homme,Urbain,Sans niveau,35,Marié,0,0,0,6,30395.641151128482,2,1,0,55,N/A
64,Âgé,Homme,Urbain,Secondaire,41,None,0,0,1,6,35367.91392894943,3,0,1,64,N/A
47,Sénior,Homme,Urbain,Fondamental,24,Divorcé,1,0,0,6,32094.19362017339,0,1,0,47,N/A
19,Jeune,Homme,Rural,Secondaire,2,Célibataire,0,1,0,5,25330.756280345726,0,0,0,19,N/A
25,Jeune,Femme,Urbain,Fondamental,5,Marié,0,0,0,4,,3,0,0,25,N/A
31,Adulte,Homme,Rural,Fondamental,7,Marié,0,0,0,6,13202.214653244031,5,1,0,31,N/A
54,Sénior,Femme,Rural,Secondaire,30,Marié,0,1,0,4,31458.243356721498,2,1,1,54,N/A
52,Sénior,Femme,Rural,Secondaire,34,Célibataire,1,1,0,4,34716.55405359115,3,1,0,52,N/A
59,Sénior,Femme,Urbain,Secondaire,37,Marié,0,0,0,6,32233.211248725485,1,1,0,59,N/A
56,Sénior,Homme,Urbain,Secondaire,35,Célibataire,0,0,0,4,40951.35542507257,0,0,0,56,N/A
28,Adulte,Femme,Urbain,Fondamental,8,Célibataire,0,1,0,2,41421.16788820413,3,0,0,28,N/A
32,Adulte,Femme,Rural,Fondamental,15,Marié,0,0,0,1,18624.719356458867,2,0,0,32,N/A
19,Jeune,Homme,Urbain,Secondaire,0,Marié,0,0,0,3,36963.26366356925,2,1,0,19,N/A
54,Sénior,Femme,Rural,Secondaire,37,Célibataire,0,1,0,4,31047.523411315804,1,0,0,54,N/A
60,Âgé,Homme,Urbain,Supérieur,36,Divorcé,0,1,0,3,54958.83783332874,0,1,0,60,N/A
49,Sénior,Homme,Urbain,Sans niveau,33,Célibataire,0,0,0,4,32785.232847224346,1,1,0,49,N/A
57,Sénior,Femme,Urbain,Fondamental,36,Marié,0,0,0,3,36111.30037436834,3,1,0,57,N/A
30,Adulte,Femme,Rural,Sans niveau,14,Veuf,0,1,0,2,23033.715856811745,6,1,0,30,N/A
60,Âgé,Femme,Rural,Sans niveau,44,Célibataire,1,1,0,6,30470.43784057024,2,0,0,60,N/A
34,Adulte,Femme,Rural,Fondamental,10,Marié,0,0,0,3,24783.419522114382,0,0,1,34,N/A
32,Adulte,Homme,Urbain,Fondamental,12,Divorcé,0,0,0,4,,3,1,1,32,N/A
50,Sénior,Homme,Rural,Sans niveau,30,Célibataire,0,0,0,4,27578.222677669186,1,1,1,50,N/A
68,Âgé,Femme,Urbain,Sans niveau,46,Marié,0,0,0,6,29269.515938332483,2,0,0,68,N/A
33,Adulte,Femme,Urbain,Fondamental,9,Marié,0,0,0,4,24409.109148471474,1,0,0,33,N/A
68,Âgé,Homme,Urbain,Sans niveau,50,None,0,0,0,5,32733.248266182767,2,1,0,68,N/A
30,Adulte,Homme,Urbain,Sans niveau,9,Veuf,1,1,0,1,,1,1,0,30,N/A
39,Adulte,Homme,Urbain,Secondaire,23,Marié,0,1,0,2,44007.9833644672,1,1,0,39,N/A
40,Sénior,Femme,Rural,Fondamental,21,Marié,0,1,1,5,26906.6933076661,1,0,0,40,N/A
53,Sénior,Homme,Urbain,Secondaire,35,Marié,0,0,0,4,36740.34365556501,2,1,0,53,N/A
60,Âgé,Homme,Urbain,Secondaire,40,Marié,0,0,1,2,46043.46078852509,3,0,0,60,N/A
67,Âgé,Homme,Urbain,Sans niveau,50,Célibataire,1,0,0,2,41364.01455270268,3,0,0,67,N/A
67,Âgé,Homme,Rural,Fondamental,49,Marié,1,1,0,2,37208.736263014674,1,1,1,67,N/A
27,Adulte,Homme,Urbain,Sans niveau,4,Marié,1,0,0,2,31145.20325186997,4,1,0,27,N/A
34,Adulte,Femme,Urbain,Supérieur,18,Célibataire,1,0,0,6,35759.840504749955,4,1,0,34,N/A
47,Sénior,Femme,Urbain,Secondaire,28,Célibataire,1,0,1,3,45357.900742752834,3,1,1,47,N/A
30,Adulte,Homme,Urbain,Fondamental,14,Divorcé,1,0,0,4,35191.33267582461,2,1,0,30,N/A
47,Sénior,Femme,Urbain,Fondamental,28,Célibataire,0,1,0,2,39200.31339480366,4,1,0,47,N/A
63,Âgé,Homme,Urbain,Fondamental,41,Marié,1,1,0,6,42561.13780113651,1,0,0,63,N/A
47,Sénior,Femme,Urbain,Fondamental,31,Célibataire,0,0,0,1,39188.591904857196,1,0,0,47,N/A
24,Jeune,Homme,Rural,Supérieur,0,None,1,0,1,2,33910.14641742497,1,0,0,24,N/A
27,Adulte,Femme,Rural,Sans niveau,3,Marié,0,0,0,3,19841.14631070636,4,0,0,27,N/A
52,Sénior,Homme,Urbain,Supérieur,35,Marié,0,1,0,5,50734.81042342504,1,0,0,52,N/A
19,Jeune,Homme,Rural,Supérieur,0,Divorcé,1,1,1,4,34850.232283114485,3,0,0,19,N/A
47,Sénior,Femme,Rural,Fondamental,29,Célibataire,0,0,0,5,25999.103458023812,2,0,0,47,N/A
36,Adulte,Femme,Urbain,Sans niveau,19,Célibataire,0,0,0,3,26766.69185290084,3,0,0,36,N/A
56,Sénior,Homme,Urbain,Secondaire,37,Célibataire,0,0,0,4,45031.8929426916,3,0,0,56,N/A
54,Sénior,Femme,Rural,Secondaire,36,Divorcé,0,1,0,3,41001.36264662099,6,1,0,54,N/A
20,Jeune,Homme,Rural,Sans niveau,4,Célibataire,0,0,0,5,20270.673645898598,2,0,0,20,N/A
42,Sénior,Femme,Rural,Supérieur,26,Divorcé,1,0,0,2,26339.48310756939,1,0,0,42,N/A
51,Sénior,Femme,Urbain,Secondaire,31,Célibataire,1,0,0,4,34918.18539434044,1,0,1,51,N/A
39,Adulte,Homme,Rural,Fondamental,16,None,0,0,0,4,20349.789870018463,5,1,0,39,N/A
55,Sénior,Femme,Urbain,Fondamental,32,Marié,1,0,0,4,38232.635292685416,1,0,0,55,N/A
31,Adulte,Femme,Rural,Fondamental,14,Célibataire,0,1,1,6,22358.284461726078,2,0,0,31,N/A
56,Sénior,Femme,Urbain,Sans niveau,36,Célibataire,0,1,0,3,39048.94437436499,0,0,0,56,N/A
19,Jeune,Femme,Rural,Secondaire,2,Célibataire,0,1,1,4,22437.12269326567,3,0,0,19,N/A
49,Sénior,Femme,Rural,Sans niveau,27,Marié,0,0,0,6,13226.548040909438,2,1,0,49,N/A
60,Âgé,Femme,Rural,Secondaire,44,Célibataire,0,1,0,3,37215.27011997821,1,1,0,60,N/A
20,Jeune,Homme,Urbain,Sans niveau,2,Célibataire,0,1,1,2,35783.82542269836,0,1,0,20,N/A
58,Sénior,Femme,Urbain,Fondamental,37,Marié,0,0,0,4,36963.409472256346,0,0,0,58,N/A
25,Jeune,Homme,Urbain,Fondamental,7,Marié,0,0,0,6,26864.224786011364,2,0,0,25,N/A
43,Sénior,Homme,Urbain,Fondamental,22,Célibataire,0,1,0,5,41175.81983873308,3,1,0,43,N/A
49,Sénior,Homme,Rural,Fondamental,32,Marié,0,0,0,4,27226.154090363278,1,1,0,49,N/A
28,Adulte,Femme,Urbain,Secondaire,12,Marié,1,0,1,3,29757.435955461817,2,0,0,28,N/A
67,Âgé,Homme,Urbain,Fondamental,51,Célibataire,0,0,1,6,41883.405925756946,3,1,0,67,N/A
18,Jeune,Homme,Urbain,Secondaire,0,None,0,1,0,4,39525.852092608904,0,0,1,18,N/A
32,Adulte,Femme,Urbain,Sans niveau,9,Marié,1,1,0,4,,0,0,0,32,N/A
21,Jeune,Homme,Rural,Fondamental,0,Veuf,0,1,0,5,22906.184872764257,1,1,0,21,N/A
21,Jeune,Femme,Urbain,Sans niveau,1,Veuf,0,0,1,2,23507.99337781824,1,0,0,21,N/A
45,Sénior,Homme,Urbain,Fondamental,25,Divorcé,0,1,0,5,34493.99449748025,2,0,1,45,N/A
27,Adulte,Homme,Urbain,Sans niveau,5,Marié,0,1,0,5,29383.942773025978,1,1,0,27,N/A
28,Adulte,Homme,Urbain,Supérieur,10,Marié,0,1,1,4,52344.71251271773,2,1,0,28,N/A
67,Âgé,Homme,Urbain,Fondamental,50,Célibataire,0,1,0,6,46326.734076881905,2,0,0,67,N/A
40,Sénior,Homme,Rural,Secondaire,24,Marié,0,0,0,3,27459.832881305752,2,0,0,40,N/A
64,Âgé,Homme,Rural,Secondaire,47,Marié,0,1,0,2,34718.609912969696,2,0,0,64,N/A
20,Jeune,Homme,Rural,Fondamental,2,Marié,0,0,0,2,22052.242448276447,1,0,0,20,N/A
56,Sénior,Femme,Urbain,Supérieur,39,Célibataire,1,1,0,6,43794.75538316635,0,0,1,56,N/A
56,Sénior,Homme,Urbain,Fondamental,37,Marié,0,0,0,5,39495.175252064735,1,0,0,56,N/A
34,Adulte,Homme,Urbain,Secondaire,12,Célibataire,0,0,0,3,30811.717081176397,4,0,0,34,N/A
39,Adulte,Homme,Urbain,Sans niveau,20,Marié,0,0,1,4,29481.8927598174,1,1,0,39,N/A
69,Âgé,Homme,Rural,Fondamental,52,Célibataire,0,0,0,6,32270.31518599039,1,0,0,69,N/A
44,Sénior,Homme,Urbain,Fondamental,22,Célibataire,0,0,0,6,34688.23793415994,2,0,1,44,N/A
33,Adulte,Homme,Urbain,Sans niveau,11,Célibataire,1,1,0,4,37100.63017679836,0,0,0,33,N/A
33,Adulte,Homme,Urbain,Fondamental,15,None,0,0,0,2,37670.44097609152,0,1,1,33,N/A
57,Sénior,Femme,Urbain,Secondaire,40,Célibataire,0,1,1,5,40422.59889787071,0,1,0,57,N/A
20,Jeune,Femme,Urbain,Supérieur,0,Marié,1,1,0,3,38200.57347863,2,1,1,20,N/A
69,Âgé,Femme,Rural,Fondamental,50,Divorcé,1,1,0,5,35940.45918503776,2,0,0,69,N/A
64,Âgé,Homme,Rural,Supérieur,44,Marié,0,0,1,3,,0,0,0,64,N/A
50,Sénior,Femme,Rural,Supérieur,30,Marié,0,0,0,2,35263.01057285498,3,0,0,50,N/A
59,Sénior,Femme,Urbain,Secondaire,36,Veuf,0,0,0,6,33150.11271726028,3,0,0,59,N/A
19,Jeune,Femme,Urbain,Sans niveau,3,Célibataire,1,0,0,5,24362.408416680904,4,0,0,19,N/A
56,Sénior,Homme,Urbain,Sans niveau,40,Marié,0,1,1,4,45160.68067037457,4,0,0,56,N/A
63,Âgé,Femme,Urbain,Secondaire,46,Marié,1,0,0,6,45879.368370473305,1,1,0,63,N/A
65,Âgé,Femme,Urbain,Fondamental,47,None,0,1,0,6,41291.29049466174,1,0,0,65,N/A
44,Sénior,Femme,Urbain,Sans niveau,26,Célibataire,0,0,1,5,33022.65819803217,4,1,0,44,N/A
32,Adulte,Femme,Urbain,Supérieur,11,Marié,1,1,0,3,45107.15644584978,2,1,0,32,N/A
24,Jeune,Femme,Rural,Sans niveau,7,Célibataire,1,1,1,4,29129.26097824581,4,0,0,24,N/A
62,Âgé,Homme,Urbain,Secondaire,41,Célibataire,0,0,0,2,48311.71664896121,3,0,0,62,N/A
59,Sénior,Femme,Rural,Fondamental,43,Marié,1,1,1,6,33294.15885297444,1,0,0,59,N/A
26,Adulte,Femme,Urbain,Fondamental,7,None,0,0,1,4,26596.709366764553,2,0,0,26,N/A
58,Sénior,Femme,Rural,Secondaire,37,Marié,1,0,0,1,32613.571873154706,1,0,0,58,N/A
23,Jeune,Femme,Urbain,Fondamental,4,Marié,0,0,1,6,21046.66584711306,2,0,0,23,N/A
29,Adulte,Homme,Urbain,Fondamental,13,Veuf,1,0,0,4,33069.97293919427,2,1,0,29,N/A
47,Sénior,Homme,Rural,Fondamental,29,None,0,1,1,5,36161.89753606276,1,1,0,47,N/A
37,Adulte,Homme,Rural,Secondaire,15,Célibataire,0,0,0,4,29548.42854465569,3,1,0,37,N/A
37,Adulte,Femme,Rural,Supérieur,21,Marié,0,1,1,5,37607.44151050801,2,1,0,37,N/A
63,Âgé,Homme,Rural,Fondamental,42,Marié,0,1,0,2,36220.88293255694,1,0,0,63,N/A
44,Sénior,Homme,Urbain,Fondamental,22,Célibataire,0,0,0,5,34729.34390006844,6,0,0,44,N/A
37,Adulte,Homme,Rural,Fondamental,13,Célibataire,0,0,0,4,21094.69750696104,3,0,0,37,N/A
24,Jeune,Homme,Urbain,Supérieur,7,Marié,0,1,0,3,42113.24919523636,2,0,0,24,N/A
57,Sénior,Femme,Urbain,Fondamental,35,None,1,1,0,3,,2,0,0,57,N/A
57,Sénior,Femme,Urbain,Supérieur,38,Marié,0,0,0,4,47624.993029150086,4,1,0,57,N/A
47,Sénior,Homme,Urbain,Secondaire,25,Célibataire,1,0,0,3,39989.56211976785,1,1,0,47,N/A
25,Jeune,Femme,Urbain,Fondamental,6,Marié,0,0,0,5,25971.196491539053,1,0,0,25,N/A
19,Jeune,Femme,Rural,Fondamental,0,Marié,0,0,0,2,13120.140805879291,1,0,0,19,N/A
31,Adulte,Homme,Urbain,Sans niveau,7,Célibataire,0,1,0,3,35284.92882232114,4,0,0,31,N/A
27,Adulte,Homme,Urbain,Fondamental,10,Marié,1,0,1,5,35074.40556082352,4,0,0,27,N/A
67,Âgé,Femme,Rural,Sans niveau,47,Célibataire,0,0,0,4,23614.023548085006,1,1,0,67,N/A
35,Adulte,Homme,Urbain,Fondamental,15,Marié,0,0,0,3,27348.20973241047,2,0,0,35,N/A
35,Adulte,Homme,Rural,Fondamental,11,Marié,0,1,0,4,25799.071997077786,0,1,0,35,N/A
33,Adulte,Femme,Urbain,Sans niveau,16,Marié,1,0,0,3,30710.088251629353,3,0,1,33,N/A
69,Âgé,Femme,Urbain,Secondaire,47,Célibataire,0,0,0,6,39910.62565887972,4,0,0,69,N/A
22,Jeune,Homme,Rural,Fondamental,0,Marié,0,1,1,4,,2,0,0,22,N/A
69,Âgé,Femme,Urbain,Supérieur,52,Célibataire,1,0,0,4,44573.32319063826,0,1,0,69,N/A
48,Sénior,Homme,Urbain,Fondamental,31,Marié,1,0,1,3,,1,0,0,48,N/A
54,Sénior,Homme,Urbain,Secondaire,37,Marié,1,0,0,3,41441.50267824782,5,0,1,54,N/A
37,Adulte,Homme,Rural,Sans niveau,15,Marié,1,0,0,5,25258.880391326355,0,0,1,37,N/A
40,Sénior,Homme,Urbain,Fondamental,24,Marié,0,1,0,2,40994.89581259308,3,1,0,40,N/A
49,Sénior,Homme,Urbain,Secondaire,27,Célibataire,0,0,0,5,34626.71356300435,1,0,1,49,N/A
59,Sénior,Femme,Urbain,Secondaire,40,Divorcé,1,1,0,5,46333.89580956713,1,0,0,59,N/A
34,Adulte,Homme,Rural,Fondamental,12,Marié,1,0,0,5,21722.93793685254,3,0,0,34,N/A
30,Adulte,Femme,Urbain,Secondaire,9,Marié,0,0,0,3,35842.35898709514,0,1,1,30,N/A
66,Âgé,Femme,Rural,Secondaire,47,Marié,0,0,0,4,33676.68961097037,4,0,0,66,N/A
67,Âgé,Homme,Urbain,Fondamental,46,Marié,0,0,1,5,37338.249787013556,3,0,0,67,N/A
30,Adulte,Homme,Urbain,Secondaire,9,Célibataire,0,0,0,6,33559.89252692456,3,0,0,30,N/A
34,Adulte,Homme,Rural,Secondaire,14,Marié,0,1,0,2,32482.117537963375,4,1,0,34,N/A
32,Adulte,Femme,Rural,Sans niveau,15,Marié,0,0,0,4,18146.299113160243,0,0,0,32,N/A
43,Sénior,Femme,Rural,Secondaire,26,Marié,1,1,0,5,31580.92741766137,1,0,0,43,N/A
61,Âgé,Homme,Urbain,Fondamental,42,Célibataire,1,1,0,5,45170.52865770593,1,0,1,61,N/A
45,Sénior,Homme,Urbain,Supérieur,26,Divorcé,0,0,0,4,36707.57762953905,0,1,1,45,N/A
59,Sénior,Femme,Rural,Fondamental,40,Marié,0,1,0,5,33251.637360404784,1,1,0,59,N/A
62,Âgé,Femme,Rural,Sans niveau,46,Marié,0,0,1,6,26288.034281007214,1,0,0,62,N/A
47,Sénior,Femme,Urbain,Fondamental,23,Marié,0,0,1,5,36047.30921998503,3,0,0,47,N/A
60,Âgé,Femme,Urbain,Sans niveau,41,Marié,0,0,0,4,32520.394069344784,2,0,0,60,N/A
52,Sénior,Femme,Urbain,Fondamental,29,Célibataire,0,0,0,2,33322.08343080382,2,0,0,52,N/A
